id;datum;fallzahl;neue_faelle;todesfaelle;7_tage_inzidenz;rel_veraenderung_der_7_tage_inzidenz;7_tage_hosp_inzidenz;its_belegung
1702;04.10.2021;207806;659;3631;81,6;5,8;2,6;8,4
1699;03.10.2021;207147;24;3628;80,7;2,4;2,7;8,7
1696;02.10.2021;207123;67;3628;80,8;-0,6;2,7;9
1693;01.10.2021;207056;521;3628;80,5;-3,5;2,7;9,3
1690;30.09.2021;206535;664;3627;78,2;-7,1;2,8;9,2
1687;29.09.2021;205871;635;3625;75;-10,3;3;8,7
1684;28.09.2021;205236;656;3625;72,9;-12,2;2,8;8,5
1681;27.09.2021;204580;332;3625;72,8;-13,1;2,7;8,4
1678;26.09.2021;204248;17;3624;72,5;-13,3;3;8,4
1675;25.09.2021;204231;112;3624;72,9;-13,1;3;8,3
1672;24.09.2021;204119;422;3624;71,6;-12,6;3;8
1669;23.09.2021;203697;450;3622;73,1;-10,9;2,4;8,1
1666;22.09.2021;203247;607;3621;75,1;-8,4;2,5;8,4
1663;21.09.2021;202640;429;3620;78,4;-6;2,6;8,1
1660;20.09.2021;202211;647;3619;81,8;-4,9;2,6;8,5
1657;19.09.2021;201564;6;3616;81,8;-3,8;2,4;7,9
1654;18.09.2021;201558;114;3616;82,1;-2,5;2,4;7,8
1651;17.09.2021;201444;357;3616;85,5;-0,8;2,4;7,6
1648;16.09.2021;201087;492;3615;88,6;0,5;2,5;7,5
1645;15.09.2021;200595;685;3611;89,4;1;2,7;7,6
1642;14.09.2021;199910;655;3609;90,2;1,5;2,6;7,6
1639;13.09.2021;199255;761;3607;90,2;2,9;2,6;7,6
1636;12.09.2021;198494;18;3602;90,9;4,4;2,6;7,4
1633;11.09.2021;198476;187;3602;92,1;5,5;2,6;7,5
1630;10.09.2021;198289;458;3602;90,3;6;2,6;7,7
1627;09.09.2021;197831;541;3602;87,5;6,6;2,8;7,6
1624;08.09.2021;197290;751;3599;87,6;8;3;7,3
1621;07.09.2021;196539;548;3598;91,4;10;2,8;7,3
1618;06.09.2021;195991;858;3597;89,8;11;3,1;7,4
1615;05.09.2021;195133;17;3596;90,1;11,5;2,7;7
1612;04.09.2021;195116;137;3596;89;11,3;2,7;6,6
1609;03.09.2021;194979;413;3596;88;10,7;2,7;6,2
1606;02.09.2021;194566;533;3595;88,8;9,9;2,3;5,7
1603;01.09.2021;194033;736;3593;87,5;8,1;2,2;5,6
1600;31.08.2021;193297;909;3593;82,6;6,1;2,5;5,5
1597;30.08.2021;192388;586;3593;81,1;5,9;2,4;5,4
1594;29.08.2021;191802;14;3592;80,8;7,1;2,2;4,7
1591;28.08.2021;191788;79;3592;80,5;8;2,2;4,7
1588;27.08.2021;191709;414;3592;80,8;8,7;2,2;4,9
1585;26.08.2021;191295;346;3591;79,1;10,3;2,3;4,5
1582;25.08.2021;190949;691;3597;75,7;13,3;2,1;4,6
1579;24.08.2021;190258;471;3595;73,9;18,3;2,3;4,6
1576;23.08.2021;189787;645;3592;74,8;24,7;2;4,8
1573;22.08.2021;189142;42;3588;75,1;31,9;2,3;5,2
1570;21.08.2021;189100;95;3587;75,3;38,5;2,3;5,4
1567;20.08.2021;189005;343;3587;74,8;44,5;2,3;5,3
1564;19.08.2021;188662;475;3588;75,3;49,9;2,3;5,5
1561;18.08.2021;188187;510;3588;75,3;53,7;2,2;5,1
1558;17.08.2021;187677;552;3587;72,5;56;2;4,9
1555;16.08.2021;187125;594;3587;67,4;57,7;2,1;5,3
1552;15.08.2021;186531;13;3587;67,2;60,3;1,9;5,2
1549;14.08.2021;186518;126;3587;66,2;58,3;1,9;4,9
1546;13.08.2021;186392;615;3587;60,3;51;1,9;4,7
1543;12.08.2021;185777;473;3586;55;43,7;1,7;4,8
1540;11.08.2021;185304;358;3585;50,1;38;1,7;4,5
1537;10.08.2021;184946;366;3585;45,7;33,7;1,3;4,1
1534;09.08.2021;184580;380;3585;41,2;30,5;1,5;3,8
1531;08.08.2021;184200;21;3585;40,4;29,8;1,3;3,6
1528;07.08.2021;184179;72;3585;39,1;27,8;1,3;3,2
1525;06.08.2021;184107;238;3585;37,9;24,8;1,3;3,5
1522;05.08.2021;183869;289;3585;36,2;21,7;1,2;3,6
1519;04.08.2021;183580;307;3585;33;18,2;1,1;3,5
1516;03.08.2021;183273;270;3583;30,8;17,3;1;3,6
1513;02.08.2021;183003;263;3583;29,8;19,1;1;3,5
1510;01.08.2021;182740;17;3583;29,6;23,5;0,6;3,4
1507;31.07.2021;182723;33;3583;29,7;26,9;0,6;3,1
1504;30.07.2021;182690;137;3583;29,4;29;0,6;3,3
1501;29.07.2021;182553;213;3582;27,5;31,8;0,8;3,2
1498;28.07.2021;182340;173;3581;26,6;37,8;0,8;3,2
1495;27.07.2021;182167;197;3581;26,2;46,3;0,8;3,3
1492;26.07.2021;181970;259;3581;25,4;56,1;0,6;3,4
1489;25.07.2021;181711;11;3578;25,2;67,5;0,5;3,3
1486;24.07.2021;181700;17;3578;24,9;77,9;0,5;3,1
1483;23.07.2021;181683;155;3578;24,1;86,2;0,6;3,5
1480;22.07.2021;181528;99;3577;24;94,5;0,6;3,6
1477;21.07.2021;181429;-161;3576;22,9;96,8;0,6;3,5
1474;20.07.2021;181590;251;3576;20,7;94,8;0,5;3,4
1471;19.07.2021;181339;;3574;17,7;92;0,5;3,3
1468;18.07.2021;;;;17,7;98,2;0,5;3,6
1465;17.07.2021;;;;17,3;94,3;0,5;3,6
1462;16.07.2021;181146;132;3570;15,3;77,2;0,5;3,5
1459;15.07.2021;181014;132;3568;12,9;59,3;0,4;3,6
1456;14.07.2021;180882;137;3568;10,8;44,7;0,5;3,4
1453;13.07.2021;180745;99;3565;9,3;33,5;0,6;3,6
1450;12.07.2021;180646;95;3565;8,3;26,3;0,7;3,7
1447;11.07.2021;180551;0;3564;8,4;19,5;0,7;3,8
1444;10.07.2021;180551;2;3564;8,3;10,9;0,7;3,7
1441;09.07.2021;180549;57;3564;7,6;1,3;0,7;3,9
1438;08.07.2021;180492;59;3563;7,3;-6,2;0,6;3,8
1435;07.07.2021;180433;52;3563;6,8;-10,4;0,8;3,8
1432;06.07.2021;180381;57;3562;6,4;-13,8;0,9;4
1429;05.07.2021;180324;53;3561;5,5;-16,6;0,9;3,9
1426;04.07.2021;180271;3;3559;5,5;-16,5;0,9;4,1
1423;03.07.2021;180268;2;3559;5,6;-15,8;0,9;4,2
1420;02.07.2021;180266;38;3559;5,7;-14,3;0,9;4,5
1417;01.07.2021;180228;16;3560;6;-14,8;0,8;4,5
1414;30.06.2021;180212;46;3560;6,4;-19,9;0,8;4,5
1411;29.06.2021;180166;26;3559;6,4;-26,8;0,8;4,9
1408;28.06.2021;180140;22;3557;6,9;-33,4;0,8;4,9
1405;27.06.2021;180118;0;3556;6,9;-39,7;0,8;5,3
1402;26.06.2021;180118;6;3556;7,1;-42;0,8;5,4
1399;25.06.2021;180112;25;3556;7,3;-42,7;0,8;5,1
1396;24.06.2021;180087;55;3552;6,9;-43,7;0,8;5,3
1393;23.06.2021;180032;37;3548;7,2;-45,8;0,8;5,6
1390;22.06.2021;179995;66;3547;7,6;-47,9;0,8;6
1387;21.06.2021;179929;41;3545;7,7;-48,7;0,8;6,1
1384;20.06.2021;179888;1;3545;7,9;-48,9;0,9;6,5
1381;19.06.2021;179887;15;3545;7,7;-46,9;1,1;7
1378;18.06.2021;179872;48;3545;8,8;-43,9;1,3;6,8
1375;17.06.2021;179824;-11;3541;10,9;-41,8;1,2;7
1372;16.06.2021;179835;63;3535;12,3;-39,8;1,3;7,4
1369;15.06.2021;179772;22;3529;13,8;-38,4;1,3;7
1366;14.06.2021;179750;57;3520;15,3;-37,1;1,4;7,2
1363;13.06.2021;179693;6;3517;15,4;-33,2;1,8;7,2
1360;12.06.2021;179687;26;3517;15,8;-29;1,8;7,7
1357;11.06.2021;179661;101;3518;17,5;-24,7;1,8;8,4
1354;10.06.2021;179560;90;3517;20,8;-21,3;2;8,8
1351;09.06.2021;179470;121;3513;23,4;-18,3;1,7;10
1348;08.06.2021;179349;117;3512;25;-17,7;1,8;10,2
1345;07.06.2021;179232;104;3510;27,4;-20;1,8;10,6
1342;06.06.2021;179128;7;3506;27,4;-26,1;1,7;11,3
1339;05.06.2021;179121;27;3505;28,4;-29,4;1,7;11,3
1336;04.06.2021;179094;159;3506;30,8;-31,5;1,6;11,7
1333;03.06.2021;178935;182;3502;31,9;-33,5;1,7;12
1330;02.06.2021;178753;192;3499;34,2;-32,6;2;12,8
1327;01.06.2021;178561;196;3497;35,9;-33,4;2,3;13
1324;31.05.2021;178365;142;3485;32,5;-33,5;2,4;13,2
1321;30.05.2021;178223;18;3481;33;-32,6;2,5;13,5
1318;29.05.2021;178205;-22;3481;34,1;-30,5;2,5;13,5
1315;28.05.2021;178227;285;3482;36,2;-27,7;2,9;13,9
1312;27.05.2021;177942;281;3465;35,7;-25,7;3;14,2
1309;26.05.2021;177661;120;3460;39,6;-25,7;3,4;15,7
1306;25.05.2021;177541;231;3454;46;-25,3;3,7;16,4
1303;24.05.2021;177310;76;3440;55;-26,6;4,4;16,9
1300;23.05.2021;177234;50;3439;55,3;-28,7;5,1;16,8
1297;22.05.2021;177184;146;3438;57,3;-29,1;4,9;17,2
1294;21.05.2021;177038;281;3429;60,4;-28,6;5;17
1291;20.05.2021;176757;256;3422;57,1;-27,9;5,2;18,5
1288;19.05.2021;176501;462;3416;63,5;-26,5;4,7;18,9
1285;18.05.2021;176039;382;3412;64,5;-25,7;5,1;20,1
1282;17.05.2021;175657;370;3403;68,4;-24,9;5,2;20,8
1279;16.05.2021;175287;91;3399;68,2;-24,5;5,6;20,7
1276;15.05.2021;175196;173;3399;68,6;-23,2;5,7;20,5
1273;14.05.2021;175023;455;3399;73,3;-21,8;5,3;20,6
1270;13.05.2021;174568;155;3396;86,2;-20,4;5,7;21
1267;12.05.2021;174413;707;3325;88,3;-20,2;5,5;22,3
1264;11.05.2021;173706;510;3319;95,9;-20;5,6;23,3
1261;10.05.2021;173196;466;3306;99,7;-20;5,6;24,7
1258;09.05.2021;172730;79;3302;99,8;-19,2;6,2;25,1
1255;08.05.2021;172651;318;3302;100,4;-17,8;6,2;25,2
1252;07.05.2021;172333;592;3266;102,3;-15,7;6,7;25,5
1249;06.05.2021;171741;596;3255;107,1;-13,6;6,8;25,2
1246;05.05.2021;171145;850;3242;110,7;-12,2;7,9;25,5
1243;04.05.2021;170295;730;3233;115,8;-11,2;8,2;26,2
1240;03.05.2021;169565;550;3228;121,9;-10,4;8,9;26,8
1237;02.05.2021;169015;57;3216;123,8;-9,6;9,1;27
1234;01.05.2021;168958;499;3214;129,5;-8,4;9,4;27,2
1231;30.04.2021;168459;616;3213;133,2;-7,9;9,6;26,8
1228;29.04.2021;167843;742;3210;136,4;-7,8;9,6;27,2
1225;28.04.2021;167101;1053;3210;141,4;-7,3;10,1;27,7
1222;27.04.2021;166048;951;3201;142,8;-5,3;10,4;28,6
1219;26.04.2021;165097;793;3193;140,4;-1,9;10,9;28,7
1216;25.04.2021;164304;198;3188;140,7;3,3;10,3;27,4
1213;24.04.2021;164106;485;3187;139,6;7,9;10,3;27,7
1210;23.04.2021;163621;841;3180;143;12;10,2;29,1
1207;22.04.2021;162780;1135;3175;148,3;18,5;10,6;28,8
1204;21.04.2021;161645;1166;3169;153,1;24,1;10,6;27,9
1201;20.04.2021;160479;759;3163;154,6;26,4;10,7;27,5
1198;19.04.2021;159720;463;3153;153,8;25,9;10,9;27
1195;18.04.2021;159257;401;3150;153,5;22;10,2;27,3
1192;17.04.2021;158856;548;3151;156,3;17,5;10,3;27,3
1189;16.04.2021;158308;1288;3147;160,2;12,4;10,7;26,9
1186;15.04.2021;157020;1022;3143;156,4;2,5;10,3;27,4
1183;14.04.2021;155998;1327;3134;142,5;-6,4;10,1;26,6
1180;13.04.2021;154671;677;3128;129,9;-11,6;10,1;27,2
1177;12.04.2021;153994;539;3127;116,7;-14,5;11,7;27,1
1174;11.04.2021;153455;493;3123;118,8;-15,3;11,1;26,9
1171;10.04.2021;152962;643;3123;124;-15,6;10,9;26,4
1168;09.04.2021;152319;1019;3122;104,2;-15,3;10,9;25,5
1165;08.04.2021;151300;923;3110;103,4;-10,8;11,1;24,6
1162;07.04.2021;150377;545;3098;113,5;-5,2;10,7;24,9
1159;06.04.2021;149832;601;3090;122,4;0,5;11;24,5
1156;05.04.2021;149231;194;3086;135,1;6,8;11,8;23,6
1153;04.04.2021;149037;309;3086;133;11,7;11,3;22,5
1150;03.04.2021;148728;778;3082;127,3;16,9;11,2;21,3
1147;02.04.2021;147950;484;3081;144,3;23,2;10,8;21,2
1144;01.04.2021;147466;1205;3071;144,8;25,5;11,1;20,9
1141;31.03.2021;146261;1012;3055;141,9;27,1;11,4;21
1138;30.03.2021;145249;663;3047;144,1;29,1;11;20,9
1135;29.03.2021;144586;575;3043;146,8;30;9;19,6
1132;28.03.2021;144011;296;3039;146,2;32;11,4;19,1
1129;27.03.2021;143715;735;3036;140,4;31,5;12,1;19,4
1126;26.03.2021;142980;973;3030;131;30,4;11,6;19,1
1123;25.03.2021;142007;1006;3026;126,1;31,3;10,7;19,4
1120;24.03.2021;141001;1268;3023;119,3;32,8;10,5;18
1117;23.03.2021;139733;751;3011;108,5;34,8;10;17,7
1114;22.03.2021;138982;545;2998;102,9;38,2;8,7;17,8
1111;21.03.2021;138437;219;2992;102,5;38,5;9,2;17,5
1108;20.03.2021;138218;286;2991;102,9;37,6;9;16,4
1105;19.03.2021;137932;894;2985;104,3;34,6;8,8;17
1102;18.03.2021;137038;629;2967;102,1;27,8;9;16,9
1099;17.03.2021;136409;630;2956;98,2;19,2;8,8;17,1
1096;16.03.2021;135779;662;2947;93,8;10,6;8,2;17,2
1093;15.03.2021;135117;366;2942;77,3;2,8;8,2;17,1
1090;14.03.2021;134751;208;2934;77,9;0,9;6,2;17,8
1087;13.03.2021;134543;508;2934;75,2;-1,5;6,2;17,4
1084;12.03.2021;134035;644;2933;68,6;-3,7;6,3;17,1
1081;11.03.2021;133391;553;2928;62,2;-3,2;7,5;16,4
1078;10.03.2021;132838;489;2918;59,9;-0,3;7,2;17,1
1075;09.03.2021;132349;287;2902;60,5;3,9;7,1;17,7
1072;08.03.2021;132062;88;2895;72,3;9,2;6,9;18,7
1069;07.03.2021;131974;110;2894;70,7;10,7;6,8;18,3
1066;06.03.2021;131864;313;2892;69,7;12;7;17,4
1063;05.03.2021;131551;415;2889;70,8;13,9;7,1;17,8
1060;04.03.2021;131136;608;2874;71,2;15,1;6,9;19,1
1057;03.03.2021;130528;447;2862;70,4;15,3;7,3;19,1
1054;02.03.2021;130081;482;2850;69,7;15,3;8;19,2
1051;01.03.2021;129599;242;2825;67,4;13,7;8,9;18,6
1048;28.02.2021;129357;103;2818;66,9;11,8;9,2;17,8
1045;27.02.2021;129254;311;2818;68,1;9,6;8,6;17,8
1042;26.02.2021;128943;497;2814;65,2;5,2;8,8;18
1039;25.02.2021;128446;510;2805;63,1;1,2;7,9;18,8
1036;24.02.2021;127936;483;2781;62,1;-2,4;8,9;19,2
1033;23.02.2021;127453;268;2766;59,2;-6,1;8,9;19,4
1030;22.02.2021;127185;287;2740;57,8;-8,7;9,3;20,2
1027;21.02.2021;126898;73;2728;58,5;-11,9;9,1;20,7
1024;20.02.2021;126825;252;2727;56,4;-14,7;8,8;21,2
1021;19.02.2021;126573;372;2720;55,4;-15,7;9,1;22,3
1018;18.02.2021;126201;475;2702;55,4;-16,7;8,9;22,1
1015;17.02.2021;125726;444;2670;54,7;-17,1;9,4;22,2
1012;16.02.2021;125282;296;2645;57,1;-17,6;9,8;23
1009;15.02.2021;124986;196;2620;58,3;-18,9;8,8;23,6
1006;14.02.2021;124790;71;2609;58,1;-19,2;9,6;23
1003;13.02.2021;124719;204;2605;60,8;-18,4;9,5;23,1
1000;12.02.2021;124515;384;2597;62,2;-18;9,7;23,6
997;11.02.2021;124131;396;2573;63,5;-17,9;10,2;24,6
994;10.02.2021;123735;546;2556;65,3;-18,2;9,7;25,3
991;09.02.2021;123189;302;2506;66,5;-19;10,9;26,1
988;08.02.2021;122887;284;2485;72;-20;11,2;26,4
985;07.02.2021;122603;156;2470;72,8;-20,9;11,5;26,3
982;06.02.2021;122447;222;2466;72,2;-21,4;12,2;26,4
979;05.02.2021;122225;352;2453;75,6;-20,8;12,6;27,2
976;04.02.2021;121873;484;2418;77,1;-20,8;13;29,1
973;03.02.2021;121389;644;2374;81,4;-21,6;13,7;29
970;02.02.2021;120745;353;2326;86,4;-23;14,5;28,4
967;01.02.2021;120392;455;2293;86;-25;13,9;29,6
964;31.01.2021;119937;140;2276;86;-27,9;15,2;29,8
961;30.01.2021;119797;291;2264;88,4;-29;16,3;30
958;29.01.2021;119506;556;2235;92,4;-29;16;30,3
955;28.01.2021;118950;503;2195;97,2;-29,4;16,6;30,7
952;27.01.2021;118447;890;2164;103;-30,6;22,1;32,1
949;26.01.2021;117557;433;2101;108,4;-31,1;24,2;32
946;25.01.2021;117124;369;2067;109,7;-30,6;23,9;31,8
943;24.01.2021;116755;160;2040;112,8;-28,1;24,5;32,1
940;23.01.2021;116595;463;2039;113,5;-25,8;24,5;31,8
937;22.01.2021;116132;615;2021;119,5;-22,8;27,4;32,4
934;21.01.2021;115517;901;1996;128,8;-17,1;27,7;32,8
931;20.01.2021;114616;732;1957;137,5;-8,7;28,2;32,1
928;19.01.2021;113884;824;1918;145,2;-0,1;31,4;33,2
925;18.01.2021;113060;544;1860;164,2;8,2;35,4;32,5
922;17.01.2021;112516;284;1833;165,2;14,1;33,7;32,8
919;16.01.2021;112232;495;1822;168,6;20,2;34,2;33,4
916;15.01.2021;111737;990;1800;179,1;25,4;34,5;33,9
913;14.01.2021;110747;1222;1755;196,2;29,6;34,2;34,7
910;13.01.2021;109525;1222;1711;201,4;29,5;28,7;34,4
907;12.01.2021;108303;1070;1635;201,7;24,5;25,7;34,4
904;11.01.2021;107233;1036;1591;192,4;16,7;26,4;34,8
901;10.01.2021;106197;340;1565;199,2;7,8;26,9;35,8
898;09.01.2021;105857;732;1560;200,8;-1,8;27,5;36
895;08.01.2021;105125;1479;1547;173,8;-10,2;24,9;37,3
892;07.01.2021;103646;1569;1487;142,6;-18,6;24,1;38,3
889;06.01.2021;102077;1306;1445;134;-24,8;23,4;38,7
886;05.01.2021;100771;1235;1390;134,8;-27,6;19,5;38,5
883;04.01.2021;99536;771;1327;138,8;-27,9;16,1;38,5
880;03.01.2021;98765;656;1305;139,6;-27,2;16,5;38,3
877;02.01.2021;98109;460;1285;145,4;-25,5;15,9;38,3
874;01.01.2021;97649;207;1277;142,9;-23,4;17,5;38,8
871;31.12.2020;97442;643;1271;145,8;-20;18,2;37,3
868;30.12.2020;96799;1059;1247;159,9;-15,7;19,3;36,9
865;29.12.2020;95740;1287;1213;166,4;-11,7;20,8;37,8
862;28.12.2020;94453;646;1172;177,9;-7,9;20,4;35
859;27.12.2020;93807;815;1149;174,1;-4;19,9;35,9
856;26.12.2020;92992;635;1128;168,9;0,6;19,1;35,6
853;25.12.2020;92357;278;1118;205,8;6,6;18,4;35,2
850;24.12.2020;92079;952;1116;235,1;9,1;21,3;33,8
847;23.12.2020;91127;1593;1105;234,7;8,4;20,9;33,3
844;22.12.2020;89534;1504;1066;227,8;7,8;21,2;33,5
841;21.12.2020;88030;953;1024;226,6;7,9;22,3;33,3
838;20.12.2020;87077;516;1007;225,6;8;22,8;32,4
835;19.12.2020;86561;1325;1001;224,5;7,8;22,1;32,5
832;18.12.2020;85236;1545;984;218,8;6,9;20,5;32
829;17.12.2020;83691;1473;958;212,6;6,6;19,6;33,5
826;16.12.2020;82218;1283;928;208,9;6,8;18,7;32,5
823;15.12.2020;80935;1129;899;209,1;6,7;17,4;32,4
820;14.12.2020;79806;1008;846;203,5;5,1;17,7;31,6
817;13.12.2020;78798;548;821;204,1;2,8;17,6;31,2
814;12.12.2020;78250;1038;813;203,2;0,1;18,1;30,8
811;11.12.2020;77212;1002;790;206,5;-2,2;18,2;31,3
808;10.12.2020;76210;1656;768;205,5;-5;16,4;30,6
805;09.12.2020;74554;1123;749;198,4;-7,8;16,1;30,5
802;08.12.2020;73431;1348;732;195,2;-9,6;15,6;30,1
799;07.12.2020;72083;640;699;191,3;-11,1;15,1;29,7
796;06.12.2020;71443;355;683;189,6;-11,7;14,3;29,5
793;05.12.2020;71088;1320;679;191,2;-12,1;14,6;30
790;04.12.2020;69768;1260;657;187,5;-12;14,4;28,6
787;03.12.2020;68508;1244;641;185,3;-10,9;14,1;28
784;02.12.2020;67264;958;618;188;-9,4;14,3;27
781;01.12.2020;66306;1161;594;199;-8,4;14,1;26,5
778;30.11.2020;65145;925;565;210,4;-6,8;13,7;26,8
775;29.11.2020;64220;332;553;213,7;-5,5;14,4;26,3
772;28.11.2020;63888;824;550;212,9;-3,7;14;26,1
769;27.11.2020;63064;1400;539;217,1;-1,5;14,1;27,6
766;26.11.2020;61664;1110;527;220,5;0,8;13,7;25,6
763;25.11.2020;60554;1630;508;222,8;3,5;13,5;25,7
760;24.11.2020;58924;1615;492;228,1;6,9;13,5;26,4
757;23.11.2020;57309;805;456;228,6;9,4;13,1;26,4
754;22.11.2020;56504;436;449;233,9;11,8;13;26,6
751;21.11.2020;56068;1051;447;233,7;13;12,9;26,2
748;20.11.2020;55017;1703;441;231,8;13,9;13,3;26,3
745;19.11.2020;53314;1251;422;234,9;14,7;13,5;26,1
742;18.11.2020;52063;1457;401;244,1;15,3;12,9;26
739;17.11.2020;50606;1572;393;233,8;13,5;13,4;26,4
736;16.11.2020;49034;1337;371;229,7;12,7;13,4;25,3
733;15.11.2020;47697;432;362;221,7;12,6;13,9;25
730;14.11.2020;47265;831;358;220,4;12,6;13,9;24,4
727;13.11.2020;46434;1328;348;214,3;12,1;14,3;24,5
724;12.11.2020;45106;1960;333;207,4;11,9;14,5;23,7
721;11.11.2020;43146;1132;321;195,5;12,3;14,1;23,7
718;10.11.2020;42014;1554;313;196,2;15,2;14,9;23,5
715;09.11.2020;40460;840;301;194,6;18;15,9;23,2
712;08.11.2020;39620;241;295;196,5;21,1;16;22,5
709;07.11.2020;39379;697;294;195;23,4;15,9;22
706;06.11.2020;38682;1329;292;192,4;25,1;15,4;19,5
703;05.11.2020;37353;1387;287;185,5;27;15,9;21,3
700;04.11.2020;35966;1148;272;186,9;29,6;15,7;20,2
697;03.11.2020;34818;1513;265;181,3;31,3;15,4;20
694;02.11.2020;33305;713;261;170,8;34;14,5;18,4
691;01.11.2020;32592;362;261;169,8;38,1;12,9;17,2
688;31.10.2020;32230;791;261;168,1;40,7;12,6;15,5
685;30.10.2020;31439;1084;255;163,9;41,2;11,7;15,6
682;29.10.2020;30355;1131;253;159,8;40,7;11,1;13,8
679;28.10.2020;29224;1161;253;146,6;39,4;11,2;14
676;27.10.2020;28063;1040;251;140,5;39,6;9,8;12,3
673;26.10.2020;27023;931;251;133,9;40;8,9;11
670;25.10.2020;26092;304;250;130,3;41,9;8;11
667;24.10.2020;25788;415;249;127;42,1;8;10,6
664;23.10.2020;25373;893;248;119,1;40,7;7,8;9,9
661;22.10.2020;24480;783;245;113,1;40,2;6,7;9,1
658;21.10.2020;23697;971;243;107,1;40;6,3;8,4
655;20.10.2020;22726;822;243;96,3;41;5,6;8
652;19.10.2020;21904;476;241;91,3;44,9;5,7;7,5
649;18.10.2020;21428;302;241;90;50,1;5,3;6,4
646;17.10.2020;21126;363;239;90,1;54,5;5,1;6,3
643;16.10.2020;20763;676;239;86,7;55,4;5,2;5,6
640;15.10.2020;20087;551;238;80,6;55,8;4,8;6
637;14.10.2020;19536;503;236;78,1;57,2;4,4;5,1
634;13.10.2020;19033;706;236;73;56,9;4;5,1
631;12.10.2020;18327;252;234;65,3;56,4;3,3;4,5
628;11.10.2020;18075;247;234;64,3;58;3,2;4,4
625;10.10.2020;17828;273;234;62,3;55,8;3;4
622;09.10.2020;17555;443;234;57,8;50,6;3;3,4
619;08.10.2020;17112;498;233;53,9;44,6;2,9;3,6
616;07.10.2020;16614;378;232;47,9;38,7;2,9;3,8
613;06.10.2020;16236;288;231;45,1;35;2,6;4
610;05.10.2020;15948;301;231;42,2;32;2,3;3,6
607;04.10.2020;15647;74;231;40;30,9;2,2;3,5
604;03.10.2020;15573;203;231;39,6;29,9;2,1;3,6
601;02.10.2020;15370;339;231;35,9;26,9;1,8;3,4
598;01.10.2020;15031;244;229;33,7;27,7;1,9;3,2
595;30.09.2020;14787;288;228;31,2;29,6;1,6;3,1
592;29.09.2020;14499;173;228;29,9;34;1,6;2,8
589;28.09.2020;14326;131;228;29,6;40,2;1,3;2,7
586;27.09.2020;14195;83;228;29,6;44,4;1,2;2,1
583;26.09.2020;14112;143;228;28,9;46,5;1,2;2,1
580;25.09.2020;13969;159;228;28,5;46,9;1,1;2,1
577;24.09.2020;13810;238;228;27,1;43,2;1;1,9
574;23.09.2020;13572;199;228;26,8;41;0,9;1,9
571;22.09.2020;13373;117;228;25,4;36,5;0,8;1,8
568;21.09.2020;13256;148;227;22,9;30,6;0,8;1,7
565;20.09.2020;13108;44;227;22,3;26,6;0,8;1,4
562;19.09.2020;13064;146;227;21,9;21;0,8;1,4
559;18.09.2020;12918;186;227;19;14,4;0,8;1,4
556;17.09.2020;12732;140;227;18,1;11,9;0,7;1,2
553;16.09.2020;12592;130;227;16,5;9,6;0,7;1,2
550;15.09.2020;12462;109;227;14,9;8,8;0,7;1,2
547;14.09.2020;12353;85;226;15,8;10;0,8;1,4
544;13.09.2020;12268;15;226;15,7;10,7;0,8;1,3
541;12.09.2020;12253;38;226;15,9;11,1;0,7;1,3
538;11.09.2020;12215;126;226;16,8;10,7;0,7;1,3
535;10.09.2020;12089;139;226;15;9;0,6;1,3
532;09.09.2020;11950;72;226;14,3;8;0,6;1,3
529;08.09.2020;11878;87;226;14,5;9;0,7;1,4
526;07.09.2020;11791;65;226;14,4;8,9;0,7;1,4
523;06.09.2020;11726;24;226;14,4;8,3;0,6;1,2
520;05.09.2020;11702;80;226;14,1;7;0,5;1,2
517;04.09.2020;11622;94;226;13,7;5,9;0,6;1,2
514;03.09.2020;11528;98;226;13,6;5,3;0,7;1,2
511;02.09.2020;11430;84;226;13,9;5,5;0,7;1,3
508;01.09.2020;11346;81;226;13,9;1,5;0,7;1,3
505;31.08.2020;11265;77;226;13,1;-3,6;0,6;1,5
502;30.08.2020;11188;6;226;13;-6,6;0,6;1,6
499;29.08.2020;11182;58;226;12,9;-9;0,6;1,8
496;28.08.2020;11124;114;226;12,2;-10,1;0,6;1,8
493;27.08.2020;11010;77;226;13,1;-10,9;0,6;1,9
490;26.08.2020;10933;82;226;12,3;-12;0,7;1,7
487;25.08.2020;10851;66;226;12,5;-8,9;0,7;1,6
484;24.08.2020;10785;58;226;12,6;-4,4;0,7;1,7
481;23.08.2020;10727;11;226;12,7;1,5;0,7;1,5
478;22.08.2020;10716;62;226;12,7;7,4;0,7;1,2
475;21.08.2020;10654;112;226;12,7;12,5;0,7;1,3
472;20.08.2020;10542;80;226;12,1;19;0,5;1,3
469;19.08.2020;10462;69;224;14,1;29;0,5;1,3
466;18.08.2020;10393;75;224;14,8;35,1;0,5;1,1
463;17.08.2020;10318;66;224;14,7;38;0,4;1,2
460;16.08.2020;10252;15;224;14,8;40,1;0,5;1,2
457;15.08.2020;10237;42;224;14,4;39,6;0,5;1,2
454;14.08.2020;10195;89;224;15,2;38,7;0,5;1,1
451;13.08.2020;10106;131;224;15;33;0,6;1,1
448;12.08.2020;9975;125;224;12,9;24,4;0,5;1,5
445;11.08.2020;9850;111;224;11,7;22,2;0,4;1,2
442;10.08.2020;9739;42;224;10,4;23,5;0,4;1,2
